** CONVERTED FROM /home/methlab/Desktop/LEAMA-main/data/99/99_1.edf using edfapi 4.2.1.0 Linux   standalone Jun 18 2021 on Wed May 10 15:50:48 2023
** DATE: Mon Jun  1 03:50:10 2015
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v5.09 Nov 17 2015
** CAMERA: Eyelink GL Version 1.2 Sensor=AJ7
** SERIAL NUMBER: CLG-BDB07
** CAMERA_CONFIG: BDB07200.SCD
**

MSG	5232127 RECCFG CR 500 2 1 L
MSG	5232127 ELCLCFG RTABLER
MSG	5232127 GAZE_COORDS 0.00 0.00 799.00 599.00
MSG	5232127 THRESHOLDS L 46 203
MSG	5232127 ELCL_WINDOW_SIZES 176 176 224 224
MSG	5232127 CAMERA_LENS_FOCAL_LENGTH 27.00 
MSG	5232127 PUPIL_DATA_TYPE RAW_AUTOSLIP
MSG	5232127 ELCL_PROC ELLIPSE  (5)
MSG	5232127 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
START	5232128 	LEFT	SAMPLES	EVENTS
5232220	   .	   .	    0.0	...
5232222	   .	   .	    0.0	...
5232224	   .	   .	    0.0	...
5232226	   .	   .	    0.0	...
5232228	   .	   .	    0.0	...
5232230	   .	   .	    0.0	...
5232232	   .	   .	    0.0	...
5232234	   .	   .	    0.0	...
5232236	   .	   .	    0.0	...
5232238	   .	   .	    0.0	...
5232240	   .	   .	    0.0	...
5232242	   .	   .	    0.0	...
5232244	   .	   .	    0.0	...
5232246	   .	   .	    0.0	...
5232248	   .	   .	    0.0	...
5232250	   .	   .	    0.0	...
5232252	   .	   .	    0.0	...
5232254	   .	   .	    0.0	...
5232256	   .	   .	    0.0	...
5232258	   .	   .	    0.0	...
5232260	   .	   .	    0.0	...
5232262	   .	   .	    0.0	...
5232264	   .	   .	    0.0	...
5232266	   .	   .	    0.0	...
5232268	   .	   .	    0.0	...
5232270	   .	   .	    0.0	...
5232272	   .	   .	    0.0	...
5232274	   .	   .	    0.0	...
5232276	   .	   .	    0.0	...
5232278	   .	   .	    0.0	...
5232280	   .	   .	    0.0	...
5232282	   .	   .	    0.0	...
5232284	   .	   .	    0.0	...
5232286	   .	   .	    0.0	...
5232288	   .	   .	    0.0	...
5232290	   .	   .	    0.0	...
5232292	   .	   .	    0.0	...
5232294	   .	   .	    0.0	...
5232296	   .	   .	    0.0	...
5232298	   .	   .	    0.0	...
5232300	   .	   .	    0.0	...
5232302	   .	   .	    0.0	...
5232304	   .	   .	    0.0	...
5232306	   .	   .	    0.0	...
5232308	   .	   .	    0.0	...
5232310	   .	   .	    0.0	...
5232312	   .	   .	    0.0	...
5232314	   .	   .	    0.0	...
5232316	   .	   .	    0.0	...
5232318	   .	   .	    0.0	...
5232320	   .	   .	    0.0	...
5232322	   .	   .	    0.0	...
5232324	   .	   .	    0.0	...
5232326	   .	   .	    0.0	...
5232328	   .	   .	    0.0	...
5232330	   .	   .	    0.0	...
5232332	   .	   .	    0.0	...
5232334	   .	   .	    0.0	...
5232336	   .	   .	    0.0	...
5232338	   .	   .	    0.0	...
5232340	   .	   .	    0.0	...
5232342	   .	   .	    0.0	...
5232344	   .	   .	    0.0	...
5232346	   .	   .	    0.0	...
5232348	   .	   .	    0.0	...
5232350	   .	   .	    0.0	...
5232352	   .	   .	    0.0	...
5232354	   .	   .	    0.0	...
5232356	   .	   .	    0.0	...
5232358	   .	   .	    0.0	...
5232360	   .	   .	    0.0	...
5232362	   .	   .	    0.0	...
5232364	   .	   .	    0.0	...
5232366	   .	   .	    0.0	...
5232368	   .	   .	    0.0	...
5232370	   .	   .	    0.0	...
5232372	   .	   .	    0.0	...
5232374	   .	   .	    0.0	...
5232376	   .	   .	    0.0	...
5232378	   .	   .	    0.0	...
5232380	   .	   .	    0.0	...
5232382	   .	   .	    0.0	...
5232384	   .	   .	    0.0	...
5232386	   .	   .	    0.0	...
5232388	   .	   .	    0.0	...
5232390	   .	   .	    0.0	...
5232392	   .	   .	    0.0	...
5232394	   .	   .	    0.0	...
5232396	   .	   .	    0.0	...
5232398	   .	   .	    0.0	...
5232400	   .	   .	    0.0	...
5232402	   .	   .	    0.0	...
5232404	   .	   .	    0.0	...
5232406	   .	   .	    0.0	...
5232408	   .	   .	    0.0	...
5232410	   .	   .	    0.0	...
5232412	   .	   .	    0.0	...
5232414	   .	   .	    0.0	...
5232416	   .	   .	    0.0	...
5232418	   .	   .	    0.0	...
5232420	   .	   .	    0.0	...
5232422	   .	   .	    0.0	...
5232424	   .	   .	    0.0	...
5232426	   .	   .	    0.0	...
5232428	   .	   .	    0.0	...
5232430	   .	   .	    0.0	...
5232432	   .	   .	    0.0	...
5232434	   .	   .	    0.0	...
5232436	   .	   .	    0.0	...
5232438	   .	   .	    0.0	...
5232440	   .	   .	    0.0	...
5232442	   .	   .	    0.0	...
5232444	   .	   .	    0.0	...
5232446	   .	   .	    0.0	...
5232448	   .	   .	    0.0	...
5232450	   .	   .	    0.0	...
5232452	   .	   .	    0.0	...
5232454	   .	   .	    0.0	...
5232456	   .	   .	    0.0	...
5232458	   .	   .	    0.0	...
5232460	   .	   .	    0.0	...
5232462	   .	   .	    0.0	...
5232464	   .	   .	    0.0	...
5232466	   .	   .	    0.0	...
5232468	   .	   .	    0.0	...
5232470	   .	   .	    0.0	...
5232472	   .	   .	    0.0	...
5232474	   .	   .	    0.0	...
5232476	   .	   .	    0.0	...
5232478	   .	   .	    0.0	...
5232480	   .	   .	    0.0	...
5232482	   .	   .	    0.0	...
5232484	   .	   .	    0.0	...
5232486	   .	   .	    0.0	...
5232488	   .	   .	    0.0	...
5232490	   .	   .	    0.0	...
5232492	   .	   .	    0.0	...
5232494	   .	   .	    0.0	...
5232496	   .	   .	    0.0	...
5232498	   .	   .	    0.0	...
5232500	   .	   .	    0.0	...
5232502	   .	   .	    0.0	...
5232504	   .	   .	    0.0	...
5232506	   .	   .	    0.0	...
5232508	   .	   .	    0.0	...
5232510	   .	   .	    0.0	...
5232512	   .	   .	    0.0	...
5232514	   .	   .	    0.0	...
5232516	   .	   .	    0.0	...
5232518	   .	   .	    0.0	...
5232520	   .	   .	    0.0	...
5232522	   .	   .	    0.0	...
5232524	   .	   .	    0.0	...
5232526	   .	   .	    0.0	...
5232528	   .	   .	    0.0	...
5232530	   .	   .	    0.0	...
5232532	   .	   .	    0.0	...
5232534	   .	   .	    0.0	...
5232536	   .	   .	    0.0	...
5232538	   .	   .	    0.0	...
5232540	   .	   .	    0.0	...
5232542	   .	   .	    0.0	...
5232544	   .	   .	    0.0	...
5232546	   .	   .	    0.0	...
5232548	   .	   .	    0.0	...
5232550	   .	   .	    0.0	...
5232552	   .	   .	    0.0	...
5232554	   .	   .	    0.0	...
5232556	   .	   .	    0.0	...
5232558	   .	   .	    0.0	...
5232560	   .	   .	    0.0	...
5232562	   .	   .	    0.0	...
5232564	   .	   .	    0.0	...
5232566	   .	   .	    0.0	...
5232568	   .	   .	    0.0	...
5232570	   .	   .	    0.0	...
5232572	   .	   .	    0.0	...
5232574	   .	   .	    0.0	...
5232576	   .	   .	    0.0	...
5232578	   .	   .	    0.0	...
5232580	   .	   .	    0.0	...
5232582	   .	   .	    0.0	...
5232584	   .	   .	    0.0	...
5232586	   .	   .	    0.0	...
5232588	   .	   .	    0.0	...
5232590	   .	   .	    0.0	...
5232592	   .	   .	    0.0	...
5232594	   .	   .	    0.0	...
5232596	   .	   .	    0.0	...
5232598	   .	   .	    0.0	...
5232600	   .	   .	    0.0	...
5232602	   .	   .	    0.0	...
5232604	   .	   .	    0.0	...
5232606	   .	   .	    0.0	...
5232608	   .	   .	    0.0	...
5232610	   .	   .	    0.0	...
5232612	   .	   .	    0.0	...
5232614	   .	   .	    0.0	...
5232616	   .	   .	    0.0	...
5232618	   .	   .	    0.0	...
5232620	   .	   .	    0.0	...
5232622	   .	   .	    0.0	...
5232624	   .	   .	    0.0	...
5232626	   .	   .	    0.0	...
5232628	   .	   .	    0.0	...
5232630	   .	   .	    0.0	...
5232632	   .	   .	    0.0	...
5232634	   .	   .	    0.0	...
5232636	   .	   .	    0.0	...
5232638	   .	   .	    0.0	...
5232640	   .	   .	    0.0	...
5232642	   .	   .	    0.0	...
5232644	   .	   .	    0.0	...
5232646	   .	   .	    0.0	...
5232648	   .	   .	    0.0	...
5232650	   .	   .	    0.0	...
5232652	   .	   .	    0.0	...
5232654	   .	   .	    0.0	...
5232656	   .	   .	    0.0	...
5232658	   .	   .	    0.0	...
5232660	   .	   .	    0.0	...
5232662	   .	   .	    0.0	...
5232664	   .	   .	    0.0	...
5232666	   .	   .	    0.0	...
5232668	   .	   .	    0.0	...
5232670	   .	   .	    0.0	...
5232672	   .	   .	    0.0	...
5232674	   .	   .	    0.0	...
5232676	   .	   .	    0.0	...
5232678	   .	   .	    0.0	...
5232680	   .	   .	    0.0	...
5232682	   .	   .	    0.0	...
5232684	   .	   .	    0.0	...
5232686	   .	   .	    0.0	...
5232688	   .	   .	    0.0	...
5232690	   .	   .	    0.0	...
5232692	   .	   .	    0.0	...
5232694	   .	   .	    0.0	...
5232696	   .	   .	    0.0	...
5232698	   .	   .	    0.0	...
5232700	   .	   .	    0.0	...
5232702	   .	   .	    0.0	...
5232704	   .	   .	    0.0	...
5232706	   .	   .	    0.0	...
5232708	   .	   .	    0.0	...
5232710	   .	   .	    0.0	...
5232712	   .	   .	    0.0	...
5232714	   .	   .	    0.0	...
5232716	   .	   .	    0.0	...
5232718	   .	   .	    0.0	...
5232720	   .	   .	    0.0	...
5232722	   .	   .	    0.0	...
5232724	   .	   .	    0.0	...
5232726	   .	   .	    0.0	...
5232728	   .	   .	    0.0	...
5232730	   .	   .	    0.0	...
5232732	   .	   .	    0.0	...
5232734	   .	   .	    0.0	...
5232736	   .	   .	    0.0	...
5232738	   .	   .	    0.0	...
5232740	   .	   .	    0.0	...
5232742	   .	   .	    0.0	...
5232744	   .	   .	    0.0	...
5232746	   .	   .	    0.0	...
5232748	   .	   .	    0.0	...
5232750	   .	   .	    0.0	...
5232752	   .	   .	    0.0	...
5232754	   .	   .	    0.0	...
5232756	   .	   .	    0.0	...
5232758	   .	   .	    0.0	...
5232760	   .	   .	    0.0	...
5232762	   .	   .	    0.0	...
5232764	   .	   .	    0.0	...
5232766	   .	   .	    0.0	...
5232768	   .	   .	    0.0	...
5232770	   .	   .	    0.0	...
5232772	   .	   .	    0.0	...
5232774	   .	   .	    0.0	...
5232776	   .	   .	    0.0	...
5232778	   .	   .	    0.0	...
5232780	   .	   .	    0.0	...
5232782	   .	   .	    0.0	...
5232784	   .	   .	    0.0	...
5232786	   .	   .	    0.0	...
5232788	   .	   .	    0.0	...
5232790	   .	   .	    0.0	...
5232792	   .	   .	    0.0	...
5232794	   .	   .	    0.0	...
5232796	   .	   .	    0.0	...
5232798	   .	   .	    0.0	...
5232800	   .	   .	    0.0	...
5232802	   .	   .	    0.0	...
5232804	   .	   .	    0.0	...
5232806	   .	   .	    0.0	...
5232808	   .	   .	    0.0	...
5232810	   .	   .	    0.0	...
5232812	   .	   .	    0.0	...
5232814	   .	   .	    0.0	...
5232816	   .	   .	    0.0	...
5232818	   .	   .	    0.0	...
5232820	   .	   .	    0.0	...
5232822	   .	   .	    0.0	...
5232824	   .	   .	    0.0	...
5232826	   .	   .	    0.0	...
5232828	   .	   .	    0.0	...
5232830	   .	   .	    0.0	...
5232832	   .	   .	    0.0	...
5232834	   .	   .	    0.0	...
5232836	   .	   .	    0.0	...
5232838	   .	   .	    0.0	...
5232840	   .	   .	    0.0	...
5232842	   .	   .	    0.0	...
5232844	   .	   .	    0.0	...
5232846	   .	   .	    0.0	...
5232848	   .	   .	    0.0	...
5232850	   .	   .	    0.0	...
5232852	   .	   .	    0.0	...
5232854	   .	   .	    0.0	...
5232856	   .	   .	    0.0	...
5232858	   .	   .	    0.0	...
5232860	   .	   .	    0.0	...
5232862	   .	   .	    0.0	...
5232864	   .	   .	    0.0	...
5232866	   .	   .	    0.0	...
5232868	   .	   .	    0.0	...
5232870	   .	   .	    0.0	...
5232872	   .	   .	    0.0	...
5232874	   .	   .	    0.0	...
5232876	   .	   .	    0.0	...
5232878	   .	   .	    0.0	...
5232880	   .	   .	    0.0	...
5232882	   .	   .	    0.0	...
5232884	   .	   .	    0.0	...
5232886	   .	   .	    0.0	...
5232888	   .	   .	    0.0	...
5232890	   .	   .	    0.0	...
5232892	   .	   .	    0.0	...
5232894	   .	   .	    0.0	...
5232896	   .	   .	    0.0	...
5232898	   .	   .	    0.0	...
5232900	   .	   .	    0.0	...
5232902	   .	   .	    0.0	...
5232904	   .	   .	    0.0	...
5232906	   .	   .	    0.0	...
5232908	   .	   .	    0.0	...
5232910	   .	   .	    0.0	...
5232912	   .	   .	    0.0	...
5232914	   .	   .	    0.0	...
5232916	   .	   .	    0.0	...
5232918	   .	   .	    0.0	...
5232920	   .	   .	    0.0	...
5232922	   .	   .	    0.0	...
5232924	   .	   .	    0.0	...
5232926	   .	   .	    0.0	...
5232928	   .	   .	    0.0	...
5232930	   .	   .	    0.0	...
5232932	   .	   .	    0.0	...
5232934	   .	   .	    0.0	...
5232936	   .	   .	    0.0	...
5232938	   .	   .	    0.0	...
5232940	   .	   .	    0.0	...
5232942	   .	   .	    0.0	...
5232944	   .	   .	    0.0	...
5232946	   .	   .	    0.0	...
5232948	   .	   .	    0.0	...
5232950	   .	   .	    0.0	...
5232952	   .	   .	    0.0	...
5232954	   .	   .	    0.0	...
5232956	   .	   .	    0.0	...
5232958	   .	   .	    0.0	...
5232960	   .	   .	    0.0	...
5232962	   .	   .	    0.0	...
5232964	   .	   .	    0.0	...
5232966	   .	   .	    0.0	...
5232968	   .	   .	    0.0	...
5232970	   .	   .	    0.0	...
5232972	   .	   .	    0.0	...
5232974	   .	   .	    0.0	...
5232976	   .	   .	    0.0	...
5232978	   .	   .	    0.0	...
5232980	   .	   .	    0.0	...
5232982	   .	   .	    0.0	...
5232984	   .	   .	    0.0	...
5232986	   .	   .	    0.0	...
5232988	   .	   .	    0.0	...
5232990	   .	   .	    0.0	...
5232992	   .	   .	    0.0	...
5232994	   .	   .	    0.0	...
5232996	   .	   .	    0.0	...
5232998	   .	   .	    0.0	...
5233000	   .	   .	    0.0	...
5233002	   .	   .	    0.0	...
5233004	   .	   .	    0.0	...
5233006	   .	   .	    0.0	...
5233008	   .	   .	    0.0	...
5233010	   .	   .	    0.0	...
5233012	   .	   .	    0.0	...
5233014	   .	   .	    0.0	...
5233016	   .	   .	    0.0	...
5233018	   .	   .	    0.0	...
5233020	   .	   .	    0.0	...
5233022	   .	   .	    0.0	...
5233024	   .	   .	    0.0	...
5233026	   .	   .	    0.0	...
5233028	   .	   .	    0.0	...
5233030	   .	   .	    0.0	...
5233032	   .	   .	    0.0	...
5233034	   .	   .	    0.0	...
5233036	   .	   .	    0.0	...
5233038	   .	   .	    0.0	...
5233040	   .	   .	    0.0	...
5233042	   .	   .	    0.0	...
5233044	   .	   .	    0.0	...
5233046	   .	   .	    0.0	...
5233048	   .	   .	    0.0	...
5233050	   .	   .	    0.0	...
5233052	   .	   .	    0.0	...
5233054	   .	   .	    0.0	...
5233056	   .	   .	    0.0	...
5233058	   .	   .	    0.0	...
5233060	   .	   .	    0.0	...
5233062	   .	   .	    0.0	...
5233064	   .	   .	    0.0	...
5233066	   .	   .	    0.0	...
5233068	   .	   .	    0.0	...
5233070	   .	   .	    0.0	...
5233072	   .	   .	    0.0	...
5233074	   .	   .	    0.0	...
5233076	   .	   .	    0.0	...
5233078	   .	   .	    0.0	...
5233080	   .	   .	    0.0	...
5233082	   .	   .	    0.0	...
5233084	   .	   .	    0.0	...
5233086	   .	   .	    0.0	...
5233088	   .	   .	    0.0	...
5233090	   .	   .	    0.0	...
5233092	   .	   .	    0.0	...
5233094	   .	   .	    0.0	...
5233096	   .	   .	    0.0	...
5233098	   .	   .	    0.0	...
5233100	   .	   .	    0.0	...
5233102	   .	   .	    0.0	...
5233104	   .	   .	    0.0	...
5233106	   .	   .	    0.0	...
5233108	   .	   .	    0.0	...
5233110	   .	   .	    0.0	...
5233112	   .	   .	    0.0	...
5233114	   .	   .	    0.0	...
5233116	   .	   .	    0.0	...
5233118	   .	   .	    0.0	...
5233120	   .	   .	    0.0	...
5233122	   .	   .	    0.0	...
5233124	   .	   .	    0.0	...
5233126	   .	   .	    0.0	...
5233128	   .	   .	    0.0	...
5233130	   .	   .	    0.0	...
5233132	   .	   .	    0.0	...
5233134	   .	   .	    0.0	...
5233136	   .	   .	    0.0	...
5233138	   .	   .	    0.0	...
5233140	   .	   .	    0.0	...
5233142	   .	   .	    0.0	...
5233144	   .	   .	    0.0	...
5233146	   .	   .	    0.0	...
5233148	   .	   .	    0.0	...
5233150	   .	   .	    0.0	...
5233152	   .	   .	    0.0	...
5233154	   .	   .	    0.0	...
5233156	   .	   .	    0.0	...
5233158	   .	   .	    0.0	...
5233160	   .	   .	    0.0	...
5233162	   .	   .	    0.0	...
5233164	   .	   .	    0.0	...
5233166	   .	   .	    0.0	...
5233168	   .	   .	    0.0	...
5233170	   .	   .	    0.0	...
5233172	   .	   .	    0.0	...
5233174	   .	   .	    0.0	...
5233176	   .	   .	    0.0	...
5233178	   .	   .	    0.0	...
5233180	   .	   .	    0.0	...
5233182	   .	   .	    0.0	...
5233184	   .	   .	    0.0	...
5233186	   .	   .	    0.0	...
5233188	   .	   .	    0.0	...
5233190	   .	   .	    0.0	...
5233192	   .	   .	    0.0	...
5233194	   .	   .	    0.0	...
5233196	   .	   .	    0.0	...
5233198	   .	   .	    0.0	...
5233200	   .	   .	    0.0	...
5233202	   .	   .	    0.0	...
5233204	   .	   .	    0.0	...
5233206	   .	   .	    0.0	...
5233208	   .	   .	    0.0	...
5233210	   .	   .	    0.0	...
5233212	   .	   .	    0.0	...
5233214	   .	   .	    0.0	...
5233216	   .	   .	    0.0	...
5233218	   .	   .	    0.0	...
5233220	   .	   .	    0.0	...
5233222	   .	   .	    0.0	...
5233224	   .	   .	    0.0	...
5233226	   .	   .	    0.0	...
5233228	   .	   .	    0.0	...
5233230	   .	   .	    0.0	...
5233232	   .	   .	    0.0	...
5233234	   .	   .	    0.0	...
5233236	   .	   .	    0.0	...
5233238	   .	   .	    0.0	...
5233240	   .	   .	    0.0	...
5233242	   .	   .	    0.0	...
5233244	   .	   .	    0.0	...
5233246	   .	   .	    0.0	...
5233248	   .	   .	    0.0	...
5233250	   .	   .	    0.0	...
5233252	   .	   .	    0.0	...
5233254	   .	   .	    0.0	...
5233256	   .	   .	    0.0	...
5233258	   .	   .	    0.0	...
5233260	   .	   .	    0.0	...
5233262	   .	   .	    0.0	...
5233264	   .	   .	    0.0	...
5233266	   .	   .	    0.0	...
5233268	   .	   .	    0.0	...
5233270	   .	   .	    0.0	...
5233272	   .	   .	    0.0	...
5233274	   .	   .	    0.0	...
5233276	   .	   .	    0.0	...
5233278	   .	   .	    0.0	...
5233280	   .	   .	    0.0	...
5233282	   .	   .	    0.0	...
5233284	   .	   .	    0.0	...
5233286	   .	   .	    0.0	...
5233288	   .	   .	    0.0	...
5233290	   .	   .	    0.0	...
5233292	   .	   .	    0.0	...
5233294	   .	   .	    0.0	...
5233296	   .	   .	    0.0	...
5233298	   .	   .	    0.0	...
5233300	   .	   .	    0.0	...
5233302	   .	   .	    0.0	...
5233304	   .	   .	    0.0	...
5233306	   .	   .	    0.0	...
5233308	   .	   .	    0.0	...
5233310	   .	   .	    0.0	...
5233312	   .	   .	    0.0	...
5233314	   .	   .	    0.0	...
5233316	   .	   .	    0.0	...
5233318	   .	   .	    0.0	...
5233320	   .	   .	    0.0	...
5233322	   .	   .	    0.0	...
5233324	   .	   .	    0.0	...
5233326	   .	   .	    0.0	...
5233328	   .	   .	    0.0	...
5233330	   .	   .	    0.0	...
5233332	   .	   .	    0.0	...
5233334	   .	   .	    0.0	...
5233336	   .	   .	    0.0	...
5233338	   .	   .	    0.0	...
5233340	   .	   .	    0.0	...
5233342	   .	   .	    0.0	...
5233344	   .	   .	    0.0	...
5233346	   .	   .	    0.0	...
5233348	   .	   .	    0.0	...
5233350	   .	   .	    0.0	...
5233352	   .	   .	    0.0	...
5233354	   .	   .	    0.0	...
5233356	   .	   .	    0.0	...
5233358	   .	   .	    0.0	...
5233360	   .	   .	    0.0	...
5233362	   .	   .	    0.0	...
5233364	   .	   .	    0.0	...
5233366	   .	   .	    0.0	...
5233368	   .	   .	    0.0	...
5233370	   .	   .	    0.0	...
5233372	   .	   .	    0.0	...
5233374	   .	   .	    0.0	...
5233376	   .	   .	    0.0	...
5233378	   .	   .	    0.0	...
5233380	   .	   .	    0.0	...
5233382	   .	   .	    0.0	...
5233384	   .	   .	    0.0	...
5233386	   .	   .	    0.0	...
5233388	   .	   .	    0.0	...
5233390	   .	   .	    0.0	...
5233392	   .	   .	    0.0	...
5233394	   .	   .	    0.0	...
5233396	   .	   .	    0.0	...
5233398	   .	   .	    0.0	...
5233400	   .	   .	    0.0	...
5233402	   .	   .	    0.0	...
5233404	   .	   .	    0.0	...
5233406	   .	   .	    0.0	...
5233408	   .	   .	    0.0	...
5233410	   .	   .	    0.0	...
5233412	   .	   .	    0.0	...
5233414	   .	   .	    0.0	...
5233416	   .	   .	    0.0	...
5233418	   .	   .	    0.0	...
5233420	   .	   .	    0.0	...
5233422	   .	   .	    0.0	...
5233424	   .	   .	    0.0	...
5233426	   .	   .	    0.0	...
5233428	   .	   .	    0.0	...
5233430	   .	   .	    0.0	...
5233432	   .	   .	    0.0	...
5233434	   .	   .	    0.0	...
5233436	   .	   .	    0.0	...
5233438	   .	   .	    0.0	...
5233440	   .	   .	    0.0	...
5233442	   .	   .	    0.0	...
5233444	   .	   .	    0.0	...
5233446	   .	   .	    0.0	...
5233448	   .	   .	    0.0	...
5233450	   .	   .	    0.0	...
5233452	   .	   .	    0.0	...
5233454	   .	   .	    0.0	...
5233456	   .	   .	    0.0	...
5233458	   .	   .	    0.0	...
5233460	   .	   .	    0.0	...
5233462	   .	   .	    0.0	...
5233464	   .	   .	    0.0	...
5233466	   .	   .	    0.0	...
5233468	   .	   .	    0.0	...
5233470	   .	   .	    0.0	...
5233472	   .	   .	    0.0	...
5233474	   .	   .	    0.0	...
5233476	   .	   .	    0.0	...
5233478	   .	   .	    0.0	...
5233480	   .	   .	    0.0	...
5233482	   .	   .	    0.0	...
5233484	   .	   .	    0.0	...
5233486	   .	   .	    0.0	...
5233488	   .	   .	    0.0	...
5233490	   .	   .	    0.0	...
5233492	   .	   .	    0.0	...
5233494	   .	   .	    0.0	...
5233496	   .	   .	    0.0	...
5233498	   .	   .	    0.0	...
5233500	   .	   .	    0.0	...
5233502	   .	   .	    0.0	...
5233504	   .	   .	    0.0	...
5233506	   .	   .	    0.0	...
5233508	   .	   .	    0.0	...
5233510	   .	   .	    0.0	...
5233512	   .	   .	    0.0	...
5233514	   .	   .	    0.0	...
5233516	   .	   .	    0.0	...
5233518	   .	   .	    0.0	...
5233520	   .	   .	    0.0	...
5233522	   .	   .	    0.0	...
5233524	   .	   .	    0.0	...
5233526	   .	   .	    0.0	...
5233528	   .	   .	    0.0	...
5233530	   .	   .	    0.0	...
5233532	   .	   .	    0.0	...
5233534	   .	   .	    0.0	...
5233536	   .	   .	    0.0	...
5233538	   .	   .	    0.0	...
5233540	   .	   .	    0.0	...
5233542	   .	   .	    0.0	...
5233544	   .	   .	    0.0	...
5233546	   .	   .	    0.0	...
5233548	   .	   .	    0.0	...
5233550	   .	   .	    0.0	...
5233552	   .	   .	    0.0	...
5233554	   .	   .	    0.0	...
5233556	   .	   .	    0.0	...
5233558	   .	   .	    0.0	...
5233560	   .	   .	    0.0	...
5233562	   .	   .	    0.0	...
5233564	   .	   .	    0.0	...
5233566	   .	   .	    0.0	...
5233568	   .	   .	    0.0	...
5233570	   .	   .	    0.0	...
5233572	   .	   .	    0.0	...
5233574	   .	   .	    0.0	...
5233576	   .	   .	    0.0	...
5233578	   .	   .	    0.0	...
5233580	   .	   .	    0.0	...
5233582	   .	   .	    0.0	...
5233584	   .	   .	    0.0	...
5233586	   .	   .	    0.0	...
5233588	   .	   .	    0.0	...
5233590	   .	   .	    0.0	...
5233592	   .	   .	    0.0	...
5233594	   .	   .	    0.0	...
5233596	   .	   .	    0.0	...
5233598	   .	   .	    0.0	...
5233600	   .	   .	    0.0	...
5233602	   .	   .	    0.0	...
5233604	   .	   .	    0.0	...
5233606	   .	   .	    0.0	...
5233608	   .	   .	    0.0	...
5233610	   .	   .	    0.0	...
5233612	   .	   .	    0.0	...
5233614	   .	   .	    0.0	...
